Title,Authors,Publication Year,Total Citations,Average per Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
The nature and identification of quantitative trait loci: a community's view,"Abiola, O; Angel, JM; Avner, P; Bachmanov, AA; Belknap, JK; Bennett, B; Blankenhorn, EP; Blizard, DA; Bolivar, V; Brockmann, GA; Buck, KJ; Bureau, JF; Casley, WL; Chesler, EJ; Cheverud, JM; Churchill, GA; Cook, M; Crabbe, JC; Crusio, WE; Darvasi, A; de Haan, G; Demant, P; Doerge, RW; Elliott, RW; Farber, CR; Flaherty, L; Flint, J; Gershenfeld, H; Gu, JPGJ; Gu, WK; Himmelbauer, H; Hitzemann, R; Hsu, HC; Hunter, K; Iraqi, FA; Jansen, RC; Johnson, TE; Jones, BC; Kempermann, G; Lammert, F; Lu, L; Manly, KF; Matthews, DB; Medrano, JF; Mehrabian, M; Mittleman, G; Mock, BA; Mogil, JS; Montagutelli, X; Morahan, G; Mountz, JD; Nagase, H; Nowakowski, RS; O'Hara, BR; Osadchuk, AV; Paigen, B; Palmer, AA; Peirce, JL; Pomp, D; Rosemann, M; Rosen, GD; Schalkwyk, LC; Seltzer, Z; Settle, S; Shimomura, K; Shou, SM; Sikela, JM; Siracusa, LD; Spearow, JL; Teuscher, C; Threadgill, DW; Toth, LA; Toye, AA; Vadasz, C; Van Zant, G; Wakeland, E; Williams, RW; Zhang, HG; Zou, F",2003,250,14.71,0,0,0,0,8,34,34,23,27,17,17,16,11,8,8,11,8,12
Zebrafish genetics and vertebrate heart formation,"Stainier, DYR",2001,249,13.11,0,3,9,9,8,13,13,14,15,16,18,14,18,18,14,13,15,19
Emerging methods in protein co-evolution,"de Juan, David; Pazos, Florencio; Valencia, Alfonso",2013,248,35.43,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,44,59,41
Mechanisms of trinucleotide repeat instability during human development,"McMurray, Cynthia T.",2010,247,24.7,0,0,0,0,0,0,0,0,0,0,1,15,34,39,31,26,30,27
Genetics of craniofacial development and malformation,"Wilkie, AOM; Morriss-Kay, GM",2001,247,13,0,2,12,21,20,26,23,20,12,11,12,6,13,11,9,9,12,15
Y-chromosome evolution: emerging insights into processes of Y-chromosome degeneration,"Bachtrog, Doris",2013,246,35.14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,51,31,57
Epigenomics: Beyond CpG islands,"Fazzari, MJ; Greally, JM",2004,246,15.38,0,0,0,0,2,20,20,27,10,13,25,25,29,18,11,10,15,10
A copy number variation map of the human genome,"Zarrei, Mehdi; MacDonald, Jeffrey R.; Merico, Daniele; Scherer, Stephen W.",2015,245,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,61
Towards multidimensional genome annotation,"Reed, JL; Famili, I; Thiele, I; Palsson, BO",2006,244,17.43,0,0,0,0,0,0,13,25,24,38,33,29,14,16,13,12,10,6
The evolution of signalling pathways in animal development,"Pires-daSilva, A; Sommer, RJ",2003,244,14.35,0,0,0,8,14,18,7,10,22,11,12,9,15,19,20,28,13,22
Meta-analysis methods for genome-wide association studies and beyond,"Evangelou, Evangelos; Ioannidis, John P. A.",2013,243,34.71,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,49,50,47
The art and design of genetic screens: RNA interference,"Boutros, Michael; Ahringer, Julie",2008,243,20.25,0,0,0,0,0,0,0,0,4,18,34,26,27,16,23,22,28,21
Targeting the cancer epigenome for therapy,"Jones, Peter A.; Issa, Jean-Pierre J.; Baylin, Stephen",2016,241,60.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56
Molecular phylogenetics: principles and practice,"Yang, Ziheng; Rannala, Bruce",2012,241,30.13,0,0,0,0,0,0,0,0,0,0,0,0,3,25,32,40,37,45
Segmental patterning of the vertebrate embryonic axis,"Dequeant, Mary-Lee; Pourquie, Olivier",2008,241,20.08,0,0,0,0,0,0,0,0,9,28,28,34,33,25,22,18,15,9
Toxicogenomics and systems toxicology: Aims and prospects,"Waters, MD; Fostel, JM",2004,241,15.06,0,0,0,0,0,21,18,22,21,12,24,14,18,11,17,13,16,19
Horizontal gene transfer: building the web of life,"Soucy, Shannon M.; Huang, Jinling; Gogarten, Johann Peter",2015,240,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,79
Revising the human mutation rate: implications for understanding human evolution,"Scally, Aylwyn; Durbin, Richard",2012,240,30,0,0,0,0,0,0,0,0,0,0,0,0,6,33,37,47,48,36
High-throughput RNAi screening in cultured cells: a user's guide,"Echeverri, CJ; Perrimon, N",2006,240,17.14,0,0,0,0,0,0,12,34,27,23,24,24,18,14,14,15,11,9
Mechanisms and consequences of somatic mosaicism in humans,"Youssoufian, H; Pyeritz, RE",2002,239,13.28,0,0,0,5,7,8,11,7,14,9,18,21,21,24,17,18,20,14
STUDY DESIGNS Statistical power and significance testing in large-scale genetic studies,"Sham, Pak C.; Purcell, Shaun M.",2014,238,39.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,42,68
The evolution of hierarchical gene regulatory networks,"Erwin, Douglas H.; Davidson, Eric H.",2009,238,21.64,0,0,0,0,0,0,0,0,0,9,28,31,20,18,21,27,27,27
"Genetics of Crohn disease, an archetypal inflammatory barrier disease","Schreiber, S; Rosenstiel, P; Albrecht, M; Hampe, J; Krawczak, M",2005,238,15.87,0,0,0,0,0,4,25,38,26,39,21,27,14,10,9,5,4,5
Genome dynamics during experimental evolution,"Barrick, Jeffrey E.; Lenski, Richard E.",2013,237,33.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,51,43,55
Evo-devo: extending the evolutionary synthesis,"Mueller, Gerd B.",2007,237,18.23,0,0,0,0,0,0,0,0,8,22,17,24,19,31,33,19,20,24
Looking back to the embryo: Defining transcriptional networks in adult myogenesis,"Parker, MH; Seale, P; Rudnicki, MA",2003,237,13.94,0,0,0,1,13,23,24,16,15,19,15,16,11,23,9,19,10,11
Integrative approaches for finding modular structure in biological networks,"Mitra, Koyel; Carvunis, Anne-Ruxandra; Ramesh, Sanath Kumar; Ideker, Trey",2013,236,33.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,49,49,48
Chromatin crosstalk in development and disease: lessons from REST,"Ooi, Lezanne; Wood, Ian C.",2007,236,18.15,0,0,0,0,0,0,0,0,28,21,15,29,19,26,19,25,14,19
Computational tools for prioritizing candidate genes: boosting disease gene discovery,"Moreau, Yves; Tranchevent, Leon-Charles",2012,235,29.38,0,0,0,0,0,0,0,0,0,0,0,0,4,28,55,37,35,38
A beginner's guide to eukaryotic genome annotation,"Yandell, Mark; Ence, Daniel",2012,235,29.38,0,0,0,0,0,0,0,0,0,0,0,0,8,25,29,47,42,39
Transcription factories: gene expression in unions?,"Sutherland, Heidi; Bickmore, Wendy A.",2009,235,21.36,0,0,0,0,0,0,0,0,0,2,41,34,30,29,28,15,19,18
Survival of the flexible: hormonal growth control and adaptation in plant development,"Wolters, Hanno; Juergens, Gerd",2009,235,21.36,0,0,0,0,0,0,0,0,0,3,21,32,23,26,20,22,17,24
Science and society - From genetic privacy to open consent,"Lunshof, Jeantine E.; Chadwick, Ruth; Vorhaus, Daniel B.; Church, George M.",2008,234,19.5,0,0,0,0,0,0,0,0,5,24,22,30,22,22,23,27,22,14
Mutation rate variation in multicellular eukaryotes: causes and consequences,"Baer, Charles F.; Miyamoto, Michael M.; Denver, Dee R.",2007,234,18,0,0,0,0,0,0,0,1,10,26,25,23,31,29,20,7,21,18
"The arms race is ancient history in Arabidopsis, the wildflower","Holub, EB",2001,234,12.32,0,1,9,15,15,12,10,9,13,11,8,9,16,10,18,20,19,15
Determinants and dynamics of genome accessibility,"Bell, Oliver; Tiwari, Vijay K.; Thomae, Nicolas H.; Schuebeler, Dirk",2011,233,25.89,0,0,0,0,0,0,0,0,0,0,0,1,42,38,34,30,30,24
Mechanistic approaches to the study of evolution: the functional synthesis,"Dean, Antony M.; Thornton, Joseph W.",2007,232,17.85,0,0,0,0,0,0,0,2,14,22,31,25,23,17,18,21,23,23
Molecular mechanisms of tubulogenesis,"Hogan, BLM; Kolodziej, PA",2002,232,12.89,0,0,5,24,21,12,19,22,14,26,17,15,8,12,11,7,7,4
The genetic contribution to non-syndromic human obesity,"Walley, Andrew J.; Asher, Julian E.; Froguel, Philippe",2009,230,20.91,0,0,0,0,0,0,0,0,0,2,41,38,33,35,18,19,13,15
Gene drive systems for insect disease vectors,"Sinkins, Steven P.; Gould, Fred",2006,230,16.43,0,0,0,0,0,0,2,10,17,27,15,22,9,25,28,11,18,22
From neural development to cognition: unexpected roles for chromatin,"Ronan, Jehnna L.; Wu, Wei; Crabtree, Gerald R.",2013,229,32.71,0,0,0,0,0,0,0,0,0,0,0,0,0,11,50,42,39,38
Crop genomics: advances and applications,"Morrell, Peter L.; Buckler, Edward S.; Ross-Ibarra, Jeffrey",2012,229,28.63,0,0,0,0,0,0,0,0,0,0,0,0,14,43,40,36,33,29
Induction of the neural crest: A multigene process,"Knecht, AK; Bronner-Fraser, M",2002,229,12.72,0,0,1,22,26,24,17,22,9,8,19,12,11,12,6,14,9,3
Mechanisms and models of somatic cell reprogramming,"Buganim, Yosef; Faddah, Dina A.; Jaenisch, Rudolf",2013,228,32.57,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,41,43,39
A genomic view of mosaicism and human disease,"Biesecker, Leslie G.; Spinner, Nancy B.",2013,228,32.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,41,46,33
Determining centromere identity: Cyclical stories and forking paths,"Sullivan, BA; Blower, MD; Karpen, GH",2001,228,12,0,4,14,33,24,28,22,21,15,15,9,10,10,6,0,4,4,7
Pluripotent stem cells in regenerative medicine: challenges and recent progress,"Tabar, Viviane; Studer, Lorenz",2014,227,37.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,55,45,54
The evolutionary consequences of erroneous protein synthesis,"Drummond, D. Allan; Wilke, Claus O.",2009,227,20.64,0,0,0,0,0,0,0,0,0,0,20,31,18,25,33,23,22,23
Genetic analysis of African populations: Human evolution and complex disease,"Tishkoff, SA; Williams, SM",2002,227,12.61,0,0,1,11,22,21,26,9,15,18,18,9,17,12,8,11,8,12
Hybrid necrosis: autoimmunity as a potential gene-flow barrier in plant species,"Bomblies, Kirsten; Weigel, Detlef",2007,226,17.38,0,0,0,0,0,0,0,4,14,16,21,16,20,22,14,25,18,26
Computer programs for population genetics data analysis: a survival guide,"Excoffier, Laurent; Heckel, Gerald",2006,226,16.14,0,0,0,0,0,0,0,15,29,29,26,19,21,25,15,12,11,9
Fitness and its role in evolutionary genetics,"Orr, H. Allen",2009,225,20.45,0,0,0,0,0,0,0,0,0,2,12,16,17,19,28,25,25,35
Genetic mechanisms of abiotic stress tolerance that translate to crop yield stability,"Mickelbart, Michael V.; Hasegawa, Paul M.; Bailey-Serres, Julia",2015,224,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,49,58
Silencing chromatin: comparing modes and mechanisms,"Beisel, Christian; Paro, Renato",2011,223,24.78,0,0,0,0,0,0,0,0,0,0,0,16,42,40,28,27,29,18
Genetic and genomic analyses of the division of labour in insect societies,"Smith, Chris R.; Toth, Amy L.; Suarez, Andrew V.; Robinson, Gene E.",2008,223,18.58,0,0,0,0,0,0,0,0,0,12,23,26,21,25,29,22,18,23
Function and evolution of the plant MADS-box gene family,"Ng, M; Yanofsky, MF",2001,223,11.74,0,3,9,23,12,14,14,14,10,7,10,19,9,18,9,10,14,14
Repeat expansion disease: progress and puzzles in disease pathogenesis,"La Spada, Albert R.; Taylor, J. Paul",2010,222,22.2,0,0,0,0,0,0,0,0,0,0,8,17,32,20,31,19,22,32
Renal abnormalities and their developmental origin,"Schedl, Andreas",2007,222,17.08,0,0,0,0,0,0,0,0,14,23,24,30,18,15,23,19,15,20
Chemogenomics: An emerging strategy for rapid target and drug discovery,"Bredel, M; Jacoby, E",2004,222,13.88,0,0,0,0,6,13,32,19,16,16,9,23,17,15,8,11,10,10
REGULATORY ELEMENTS Metazoan promoters: emerging characteristics and insights into transcriptional regulation,"Lenhard, Boris; Sandelin, Albin; Carninci, Piero",2012,220,27.5,0,0,0,0,0,0,0,0,0,0,0,0,10,23,28,53,35,32
"Genetics of mammalian meiosis: regulation, dynamics and impact on fertility","Handel, Mary Ann; Schimenti, John C.",2010,220,22,0,0,0,0,0,0,0,0,0,0,11,25,28,29,21,22,24,27
The genetics of multiple sclerosis: SNPs to pathways to pathogenesis,"Oksenberg, Jorge R.; Baranzini, Sergio E.; Sawcer, Stephen; Hauser, Stephen L.",2008,220,18.33,0,0,0,0,0,0,0,0,6,29,50,36,20,21,17,15,9,9
The role of selfish genetic elements in eukaryotic evolution,"Hurst, GDD; Werren, JH",2001,220,11.58,0,0,8,13,9,14,12,9,16,13,13,17,13,17,11,10,13,11
Disease-targeted sequencing: a cornerstone in the clinic,"Rehm, Heidi L.",2013,218,31.14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,50,49,39,33
Plasma lipoproteins: genetic influences and clinical implications,"Hegele, Robert A.",2009,218,19.82,0,0,0,0,0,0,0,0,0,8,30,31,26,15,20,23,23,16
"Ribozymes, riboswitches and beyond: regulation of gene expression without proteins","Serganov, Alexander; Patel, Dinshaw J.",2007,218,16.77,0,0,0,0,0,0,0,0,18,30,15,33,15,16,19,16,21,17
Beyond Mendel: An evolving view of human genetic disease transmission,"Badano, JL; Katsanis, N",2002,218,12.11,0,0,0,15,31,9,15,17,11,15,18,15,12,14,11,8,8,4
RNA mis-splicing in disease,"Scotti, Marina M.; Swanson, Maurice S.",2016,217,54.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,63
Sequencing pools of individuals-mining genome-wide polymorphism data without big funding,"Schloetterer, Christian; Tobler, Raymond; Kofler, Robert; Nolte, Viola",2014,217,36.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,58
Adult-specific functions of animal microRNAs,"Sun, Kailiang; Lai, Eric C.",2013,217,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,54,36,37
OPINION Non-genetic heterogeneity - a mutation-independent driving force for the somatic evolution of tumours,"Brock, Amy; Chang, Hannah; Huang, Sui",2009,217,19.73,0,0,0,0,0,0,0,0,0,7,20,24,21,19,24,25,22,20
Disorders of nucleotide excision repair: the genetic and molecular basis of heterogeneity,"Cleaver, James E.; Lam, Ernest T.; Revet, Ingrid",2009,216,19.64,0,0,0,0,0,0,0,0,0,0,13,21,26,31,25,21,26,24
Where the crossovers are: Recombination distributions in mammals,"Kauppi, L; Jeffreys, AJ; Keeney, S",2004,216,13.5,0,0,0,0,5,24,26,20,11,14,17,12,7,10,13,15,9,18
Transcriptional architecture of the mammalian circadian clock,"Takahashi, Joseph S.",2017,215,71.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
The genetic dissection of essential hypertension,"Cowley, Allen W., Jr.",2006,215,15.36,0,0,0,0,0,0,0,13,22,30,26,14,21,17,16,15,15,9
Meiotic recombination in mammals: localization and regulation,"Baudat, Frederic; Imai, Yukiko; de Massy, Bernard",2013,214,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,45,46
Understanding the transcriptome through RNA structure,"Wan, Yue; Kertesz, Michael; Spitale, Robert C.; Segal, Eran; Chang, Howard Y.",2011,214,23.78,0,0,0,0,0,0,0,0,0,0,0,1,16,26,38,30,39,33
Ex vivo gene transfer and correction for cell-based therapies,"Naldini, Luigi",2011,214,23.78,0,0,0,0,0,0,0,0,0,0,0,16,29,31,28,33,28,24
The art and design of genetic screens: Caenorhabditis elegans,"Jorgensen, EM; Mango, SE",2002,214,11.89,0,0,0,12,7,7,8,10,14,10,12,16,16,13,15,13,17,17
Paternal contribution: New insights and future challenges,"Krawetz, SA",2005,213,14.2,0,0,0,0,0,0,12,9,16,19,8,17,22,19,18,16,8,18
Systematic genome-wide screens of gene function,"Carpenter, AE; Sabatini, DM",2004,213,13.31,0,0,0,0,16,41,24,22,16,16,20,10,9,5,7,6,6,6
The complex structure and dynamic evolution of human subtelomeres,"Mefford, HC; Trask, BJ",2002,213,11.83,0,0,8,19,26,26,20,12,12,11,12,9,9,5,9,4,8,11
Exploring plant genomes by RNA-induced gene silencing,"Waterhouse, PM; Helliwell, CA",2003,212,12.47,0,0,0,6,23,35,13,17,11,19,14,14,11,9,9,7,5,8
The making of the somite: Molecular events in vertebrate segmentation,"Saga, Y; Takeda, H",2001,212,11.16,0,0,15,21,24,20,21,26,18,18,12,4,9,4,4,6,4,2
The new cytogenetics: Blurring the boundaries with molecular biology,"Speicher, MR; Carter, NP",2005,211,14.07,0,0,0,0,0,0,23,38,21,14,21,15,10,11,8,10,11,12
Finding the molecular basis of quantitative traits: Successes and pitfalls,"Flint, J; Mott, R",2001,211,11.11,0,4,30,29,28,20,11,12,9,11,13,6,7,4,8,3,5,4
Pharmacogenetics goes genomic,"Goldstein, DB; Tate, SK; Sisodiya, SM",2003,210,12.35,0,0,0,0,27,35,23,22,21,17,15,9,11,9,7,4,4,4
Protein-RNA interactions: new genomic technologies and perspectives,"Koenig, Julian; Zarnack, Kathi; Luscombe, Nicholas M.; Ule, Jernej",2012,209,26.13,0,0,0,0,0,0,0,0,0,0,0,0,15,26,33,26,36,36
Mathematical multi-locus approaches to localizing complex human trait genes,"Hoh, J; Ott, J",2003,209,12.29,0,0,0,3,10,33,22,23,24,27,14,12,12,5,6,10,3,2
"Epigenetic modulators, modifiers and mediators in cancer aetiology and progression","Feinberg, Andrew P.; Koldobskiy, Michael A.; Gondor, Anita",2016,208,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,76
Human genetic susceptibility to infectious disease,"Chapman, Stephen J.; Hill, Adrian V. S.",2012,208,26,0,0,0,0,0,0,0,0,0,0,0,0,3,33,33,26,36,31
Mutational effects and the evolution of new protein functions,"Soskine, Misha; Tawfik, Dan S.",2010,208,20.8,0,0,0,0,0,0,0,0,0,0,1,22,33,24,34,28,19,25
Mutations in regulators of the epigenome and their connections to global chromatin patterns in cancer,"Plass, Christoph; Pfister, Stefan M.; Lindroth, Anders M.; Bogatyrova, Olga; Claus, Rainer; Lichter, Peter",2013,207,29.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,44,44
The evolution of cell types in animals: emerging principles from molecular studies,"Arendt, Detlev",2008,207,17.25,0,0,0,0,0,0,0,0,1,16,11,16,14,20,20,30,27,23
The role of chromatin structure in regulating the expression of clustered genes,"Sproul, D; Gilbert, N; Bickmore, WA",2005,207,13.8,0,0,0,0,0,0,20,27,24,27,19,17,13,11,8,16,7,13
Pharmacogenetics - five decades of therapeutic lessons from genetic diversity,"Meyer, UA",2004,207,12.94,0,0,0,0,0,15,12,13,12,20,18,18,13,18,9,12,13,19
The expansion of conservation genetics,"DeSalle, R; Amato, G",2004,205,12.81,0,0,0,0,0,7,9,15,14,12,20,22,20,20,11,14,10,11
Methods for the directed evolution of proteins,"Packer, Michael S.; Liu, David R.",2015,204,40.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,71
Empirical fitness landscapes and the predictability of evolution,"de Visser, J. Arjan G. M.; Krug, Joachim",2014,204,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,48,39
Emerging evidence for functional peptides encoded by short open reading frames,"Andrews, Shea J.; Rothnagel, Joseph A.",2014,204,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,46,40
Adaptation - not by sweeps alone,"Pritchard, Jonathan K.; Di Rienzo, Anna",2010,204,20.4,0,0,0,0,0,0,0,0,0,0,0,17,25,17,24,22,22,30
Cilia and centrosomes: A unifying pathogenic concept for cystic kidney disease?,"Hildebrandt, F; Otto, E",2005,203,13.53,0,0,0,0,0,0,18,27,31,26,16,22,9,8,10,12,8,4
The genetics and evo-devo of butterfly wing patterns,"Beldade, P; Brakefield, PM",2002,203,11.28,0,0,1,17,9,12,14,10,18,12,9,13,10,8,14,22,18,7
Bringing genome-wide association findings into clinical use,"Manolio, Teri A.",2013,200,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,39,44,40
The mouse as a model for human biology: a resource guide for complex trait analysis,"Peters, Luanne L.; Robledo, Raymond F.; Bult, Carol J.; Churchill, Gary A.; Paigen, Beverly J.; Svenson, Karen L.",2007,200,15.38,0,0,0,0,0,0,0,10,34,19,34,24,22,12,7,8,15,6
"Opinion - Genes, environment and the value of prospective cohort studies","Manolio, Teri A.; Bailey-Wilson, Joan E.; Collins, Francis S.",2006,200,14.29,0,0,0,0,0,0,2,17,21,22,23,18,25,15,15,11,13,8
Opinion - Functional mapping - how to map and study the genetic architecture of dynamic complex traits,"Wu, RL; Lin, M",2006,200,14.29,0,0,0,0,0,0,2,15,15,17,14,11,13,13,24,18,16,20
From developmental disorder to heritable cancer: It's all in the BMP/TGF-beta family,"Waite, KA; Eng, C",2003,200,11.76,0,0,0,1,12,27,20,16,28,14,15,14,8,12,4,8,6,6
Genetic dissection of phenotypic diversity in farm animals,"Andersson, L",2001,199,10.47,0,1,12,16,9,10,12,13,9,9,9,13,14,15,13,9,4,14
"Ontologies in biology: Design, applications and future challenges","Bard, JBL; Rhee, SY",2004,198,12.38,0,0,0,0,5,15,17,13,23,13,27,14,8,9,13,9,10,7
Monogenic causes of X-linked mental retardation,"Chelly, J; Mandel, JL",2001,198,10.42,0,0,30,27,28,17,19,15,11,8,9,9,5,2,0,5,4,4
Integrating biological databases,"Stein, LD",2003,197,11.59,0,0,0,4,13,18,22,23,20,21,13,19,5,12,8,8,2,5
Segmental duplications: An 'expanding' role in genomic instability and disease,"Emanuel, BS; Shaikh, TH",2001,197,10.37,0,1,24,23,22,18,23,17,6,7,7,6,6,5,7,11,2,6
R loops: new modulators of genome dynamics and function,"Santos-Pereira, Jose M.; Aguilera, Andres",2015,196,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,71
OPINION The consequences of asynapsis for mammalian meiosis,"Burgoyne, Paul S.; Mahadevaiah, Shantha K.; Turner, James M. A.",2009,196,17.82,0,0,0,0,0,0,0,0,0,4,17,20,27,26,23,21,19,19
The multifaceted role of Notch in cardiac development and disease,"High, Frances A.; Epstein, Jonathan A.",2008,195,16.25,0,0,0,0,0,0,0,0,9,10,25,20,18,19,17,19,20,15
Deconstructing the relationship between genetics and race,"Bamshad, M; Wooding, S; Salisbury, BA; Stephens, JC",2004,195,12.19,0,0,0,0,9,17,29,17,20,19,14,7,11,9,8,9,6,9
Improving the efficiency of RNA interference in mammals,"Mittal, V",2004,195,12.19,0,0,0,0,4,34,25,21,11,26,15,17,6,9,8,5,4,6
Advances in understanding tissue regenerative capacity and mechanisms in animals,"Poss, Kenneth D.",2010,194,19.4,0,0,0,0,0,0,0,0,0,0,0,11,27,26,26,25,29,24
Yeast evolutionary genomics,"Dujon, Bernard",2010,194,19.4,0,0,0,0,0,0,0,0,0,0,1,24,18,23,30,24,23,21
