Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"NPHS2, encoding the glomerular protein podocin, is mutated in autosomal recessive steroid-resistant nephrotic syndrome","Boute, N; Gribouval, O; Roselli, S; Benessy, F; Lee, H; Fuchshuber, A; Dahan, K; Gubler, MC; Niaudet, P; Antignac, C",,,,NATURE GENETICS,Apr-00,2000,24,4,349,354,,,975,48.75,0,0,0,7,32,52,77,59,56,56,63,65,62,51,61,43,53,55,43,50,43
The codon 72 polymorphic variants of p53 have markedly different apoptotic potential,"Dumont, P; Leu, JIJ; Della Pietra, AC; George, DL; Murphy, M",,,,NATURE GENETICS,Mar-03,2003,33,3,357,365,,10.1038/ng1093,970,57.06,0,0,0,0,0,0,19,44,70,61,80,70,85,79,72,76,55,72,50,52,42
Robust associations of four new chromosome regions from genome-wide analyses of type 1 diabetes,"Todd, John A.; Walker, Neil M.; Cooper, Jason D.; Smyth, Deborah J.; Downes, Kate; Plagnol, Vincent; Bailey, Rebecca; Nejentsev, Sergey; Field, Sarah F.; Payne, Felicity; Lowe, Christopher E.; Szeszko, Jeffrey S.; Hafler, Jason P.; Zeitels, Lauren; Yang, Jennie H. M.; Vella, Adrian; Nutland, Sarah; Stevens, Helen E.; Schuilenburg, Helen; Coleman, Gillian; Maisuria, Meeta; Meadows, William; Smink, Luc J.; Healy, Barry; Burren, Oliver S.; Lam, Alex A. C.; Ovington, Nigel R.; Allen, James; Adlem, Ellen; Leung, Hin-Tak; Wallace, Chris; Howson, Joanna M. M.; Guja, Cristian; Ionescu-Tirgoviste, Constantin; Simmonds, Matthew J.; Heward, Joanne M.; Gough, Stephen C. L.; Dunger, David B.; Wicker, Linda S.; Clayton, David G.",Genetics Type 1 Diabet Finland; Wellcome Trust Case Control Consor,,,NATURE GENETICS,Jul-07,2007,39,7,857,864,,10.1038/ng2068,966,74.31,0,0,0,0,0,0,0,0,0,0,20,129,175,111,99,96,83,70,57,42,35
Genome-wide association study and meta-analysis find that over 40 loci affect risk of type 1 diabetes,"Barrett, Jeffrey C.; Clayton, David G.; Concannon, Patrick; Akolkar, Beena; Cooper, Jason D.; Erlich, Henry A.; Julier, Cecile; Morahan, Grant; Nerup, Jorn; Nierras, Concepcion; Plagnol, Vincent; Pociot, Flemming; Schuilenburg, Helen; Smyth, Deborah J.; Stevens, Helen; Todd, John A.; Walker, Neil M.; Rich, Stephen S.",Type 1 Diabet Genetics Consortium,,,NATURE GENETICS,Jun-09,2009,41,6,703,707,,10.1038/ng.381,964,87.64,0,0,0,0,0,0,0,0,0,0,0,0,21,75,111,113,118,126,101,91,101
A functional variant of lymphoid tyrosine phosphatase is associated with type I diabetes,"Bottini, N; Musumeci, L; Alonso, A; Rahmouni, S; Nika, K; Rostamkhani, M; MacMurray, J; Meloni, GF; Lucarelli, P; Pellecchia, M; Eisenbarth, GS; Comings, D; Mustelin, T",,,,NATURE GENETICS,Apr-04,2004,36,4,337,338,,10.1038/ng1323,963,60.19,0,0,0,0,0,0,0,12,86,103,78,84,94,72,85,54,70,51,50,30,38
The genome of the mesopolyploid crop species Brassica rapa,"Wang, Xiaowu; Wang, Hanzhong; Wang, Jun; Sun, Rifei; Wu, Jian; Liu, Shengyi; Bai, Yinqi; Mun, Jeong-Hwan; Bancroft, Ian; Cheng, Feng; Huang, Sanwen; Li, Xixiang; Hua, Wei; Wang, Junyi; Wang, Xiyin; Freeling, Michael; Pires, J. Chris; Paterson, Andrew H.; Chalhoub, Boulos; Wang, Bo; Hayward, Alice; Sharpe, Andrew G.; Park, Beom-Seok; Weisshaar, Bernd; Liu, Binghang; Li, Bo; Liu, Bo; Tong, Chaobo; Song, Chi; Duran, Christopher; Peng, Chunfang; Geng, Chunyu; Koh, Chushin; Lin, Chuyu; Edwards, David; Mu, Desheng; Shen, Di; Soumpourou, Eleni; Li, Fei; Fraser, Fiona; Conant, Gavin; Lassalle, Gilles; King, Graham J.; Bonnema, Guusje; Tang, Haibao; Wang, Haiping; Belcram, Harry; Zhou, Heling; Hirakawa, Hideki; Abe, Hiroshi; Guo, Hui; Wang, Hui; Jin, Huizhe; Parkin, Isobel A. P.; Batley, Jacqueline; Kim, Jeong-Sun; Just, Jeremy; Li, Jianwen; Xu, Jiaohui; Deng, Jie; Kim, Jin A.; Li, Jingping; Yu, Jingyin; Meng, Jinling; Wang, Jinpeng; Min, Jiumeng; Poulain, Julie; Wang, Jun; Hatakeyama, Katsunori; Wu, Kui; Wang, Li; Fang, Lu; Trick, Martin; Links, Matthew G.; Zhao, Meixia; Jin, Mina; Ramchiary, Nirala; Drou, Nizar; Berkman, Paul J.; Cai, Qingle; Huang, Quanfei; Li, Ruiqiang; Tabata, Satoshi; Cheng, Shifeng; Zhang, Shu; Zhang, Shujiang; Huang, Shunmou; Sato, Shusei; Sun, Silong; Kwon, Soo-Jin; Choi, Su-Ryun; Lee, Tae-Ho; Fan, Wei; Zhao, Xiang; Tan, Xu; Xu, Xun; Wang, Yan; Qiu, Yang; Yin, Ye; Li, Yingrui; Du, Yongchen; Liao, Yongcui; Lim, Yongpyo; Narusaka, Yoshihiro; Wang, Yupeng; Wang, Zhenyi; Li, Zhenyu; Wang, Zhiwen; Xiong, Zhiyong; Zhang, Zhonghua",,,,NATURE GENETICS,Oct-11,2011,43,10,1035,U157,,10.1038/ng.919,961,106.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,104,165,167,145,116
TARDBP mutations in individuals with sporadic and familial amyotrophic lateral sclerosis,"Kabashi, Edor; Valdmanis, Paul N.; Dion, Patrick; Spiegelman, Dan; McConkey, Brendan J.; Velde, Christine Vande; Bouchard, Jean-Pierre; Lacomblez, Lucette; Pochigaeva, Ksenia; Salachas, Francois; Pradat, Pierre-Francois; Camu, William; Meininger, Vincent; Dupre, Nicolas; Rouleau, Guy A.",,,,NATURE GENETICS,May-08,2008,40,5,572,574,,10.1038/ng.132,958,79.83,0,0,0,0,0,0,0,0,0,0,0,26,86,119,132,93,105,66,77,83,64
"Discovering genotypes underlying human phenotypes: past successes for mendelian disease, future approaches for complex disease","Botstein, D; Risch, N",,,,NATURE GENETICS,Mar-03,2003,33,,228,237,,10.1038/ng1090,957,56.29,0,0,0,0,0,0,39,93,135,102,70,59,66,47,56,55,53,44,34,29,26
A deletion in the bovine myostatin gene causes the double-muscled phenotype in cattle,"Grobet, L; Martin, LJR; Poncelet, D; Pirottin, D; Brouwers, B; Riquet, J; Schoeberlein, A; Dunner, S; Menissier, F; Massabanda, J; Fries, R; Hanset, R; Georges, M",,,,NATURE GENETICS,Sep-97,1997,17,1,71,74,,10.1038/ng0997-71,957,41.61,3,21,32,24,27,29,46,46,51,44,64,43,60,42,59,48,54,58,60,48,35
Genetic relationship between five psychiatric disorders estimated from genome-wide SNPs,"Lee, S. Hong; Ripke, Stephan; Neale, Benjamin M.; Faraone, Stephen V.; Purcell, Shaun M.; Perlis, Roy H.; Mowry, Bryan J.; Thapar, Anita; Goddard, Michael E.; Witte, John S.; Absher, Devin; Agartz, Ingrid; Akil, Huda; Amin, Farooq; Andreassen, Ole A.; Anjorin, Adebayo; Anney, Richard; Anttila, Verneri; Arking, Dan E.; Asherson, Philip; Azevedo, Maria H.; Backlund, Lena; Badner, Judith A.; Bailey, Anthony J.; Banaschewski, Tobias; Barchas, Jack D.; Barnes, Michael R.; Barrett, Thomas B.; Bass, Nicholas; Battaglia, Agatino; Bauer, Michael; Bayes, Monica; Bellivier, Frank; Bergen, Sarah E.; Berrettini, Wade; Betancur, Catalina; Bettecken, Thomas; Biederman, Joseph; Binder, Elisabeth B.; Black, Donald W.; Blackwood, Douglas H. R.; Bloss, Cinnamon S.; Boehnke, Michael; Boomsma, Dorret I.; Breen, Gerome; Breuer, Rene; Bruggeman, Richard; Cormican, Paul; Buccola, Nancy G.; Buitelaar, Jan K.; Bunney, William E.; Buxbaum, Joseph D.; Byerley, William F.; Byrne, Enda M.; Caesar, Sian; Cahn, Wiepke; Cantor, Rita M.; Casas, Miguel; Chakravarti, Aravinda; Chambert, Kimberly; Choudhury, Khalid; Cichon, Sven; Cloninger, C. Robert; Collier, David A.; Cook, Edwin H.; Coon, Hilary; Cormand, Bru; Corvin, Aiden; Coryell, William H.; Craig, David W.; Craig, Ian W.; Crosbie, Jennifer; Cuccaro, Michael L.; Curtis, David; Czamara, Darina; Datta, Susmita; Dawson, Geraldine; Day, Richard; De Geus, Eco J.; Degenhardt, Franziska; Djurovic, Srdjan; Donohoe, Gary J.; Doyle, Alysa E.; Duan, Jubao; Dudbridge, Frank; Duketis, Eftichia; Ebstein, Richard P.; Edenberg, Howard J.; Elia, Josephine; Ennis, Sean; Etain, Bruno; Fanous, Ayman; Farmer, Anne E.; Ferrier, I. Nicol; Flickinger, Matthew; Fombonne, Eric; Foroud, Tatiana; Frank, Josef; Franke, Barbara; Fraser, Christine; Freedman, Robert; Freimer, Nelson B.; Freitag, Christine M.; Friedl, Marion; Frisen, Louise; Gallagher, Louise; Gejman, Pablo V.; Georgieva, Lyudmila; Gershon, Elliot S.; Geschwind, Daniel H.; Giegling, Ina; Gill, Michael; Gordon, Scott D.; Gordon-Smith, Katherine; Green, Elaine K.; Greenwood, Tiffany A.; Grice, Dorothy E.; Gross, Magdalena; Grozeva, Detelina; Guan, Weihua; Gurling, Hugh; De Haan, Lieuwe; Haines, Jonathan L.; Hakonarson, Hakon; Hallmayer, Joachim; Hamilton, Steven P.; Hamshere, Marian L.; Hansen, Thomas F.; Hartmann, Annette M.; Hautzinger, Martin; Heath, Andrew C.; Henders, Anjali K.; Herms, Stefan; Hickie, Ian B.; Hipolito, Maria; Hoefels, Susanne; Holmans, Peter A.; Holsboer, Florian; Hoogendijk, Witte J.; Hottenga, Jouke-Jan; Hultman, Christina M.; Hus, Vanessa; Ingason, Andres; Ising, Marcus; Jamain, Stephane; Jones, Edward G.; Jones, Ian; Jones, Lisa; Tzeng, Jung-Ying; Kaehler, Anna K.; Kahn, Rene S.; Kandaswamy, Radhika; Keller, Matthew C.; Kennedy, James L.; Kenny, Elaine; Kent, Lindsey; Kim, Yunjung; Kirov, George K.; Klauck, Sabine M.; Klei, Lambertus; Knowles, James A.; Kohli, Martin A.; Koller, Daniel L.; Konte, Bettina; Korszun, Ania; Krabbendam, Lydia; Krasucki, Robert; Kuntsi, Jonna; Kwan, Phoenix; Landen, Mikael; Langstrom, Niklas; Lathrop, Mark; Lawrence, Jacob; Lawson, William B.; Leboyer, Marion; Ledbetter, David H.; Lee, Phil H.; Lencz, Todd; Lesch, Klaus-Peter; Levinson, Douglas F.; Lewis, Cathryn M.; Li, Jun; Lichtenstein, Paul; Lieberman, Jeffrey A.; Lin, Dan-Yu; Linszen, Don H.; Liu, Chunyu; Lohoff, Falk W.; Loo, Sandra K.; Lord, Catherine; Lowe, Jennifer K.; Lucae, Susanne; MacIntyre, Donald J.; Madden, Pamela A. F.; Maestrini, Elena; Magnusson, Patrik K. E.; Mahon, Pamela B.; Maier, Wolfgang; Malhotra, Anil K.; Mane, Shrikant M.; Martin, Christa L.; Martin, Nicholas G.; Mattheisen, Manuel; Matthews, Keith; Mattingsdal, Morten; McCarroll, Steven A.; McGhee, Kevin A.; McGough, James J.; McGrath, Patrick J.; McGuffin, Peter; McInnis, Melvin G.; McIntosh, Andrew; McKinney, Rebecca; McLean, Alan W.; McMahon, Francis J.; McMahon, William M.; McQuillin, Andrew; Medeiros, Helena; Medland, Sarah E.; Meier, Sandra; Melle, Ingrid; Meng, Fan; Meyer, Jobst; Middeldorp, Christel M.; Middleton, Lefkos; Milanova, Vihra; Miranda, Ana; Monaco, Anthony P.; Montgomery, Grant W.; Moran, Jennifer L.; Moreno-De-Luca, Daniel; Morken, Gunnar; Morris, Derek W.; Morrow, Eric M.; Moskvina, Valentina; Muglia, Pierandrea; Muehleisen, Thomas W.; Muir, Walter J.; Mueller-Myhsok, Bertram; Murtha, Michael; Myers, Richard M.; Myin-Germeys, Inez; Neale, Michael C.; Nelson, Stan F.; Nievergelt, Caroline M.; Nikolov, Ivan; Nimgaonkar, Vishwajit; Nolen, Willem A.; Noethen, Markus M.; Nurnberger, John I.; Nwulia, Evaristus A.; Nyholt, Dale R.; O'Dushlaine, Colm; Oades, Robert D.; Olincy, Ann; Oliveira, Guiomar; Olsen, Line; Ophoff, Roel A.; Osby, Urban; Owen, Michael J.; Palotie, Aarno; Parr, Jeremy R.; Paterson, Andrew D.; Pato, Carlos N.; Pato, Michele T.; Penninx, Brenda W.; Pergadia, Michele L.; Pericak-Vance, Margaret A.; Pickard, Benjamin S.; Pimm, Jonathan; Piven, Joseph; Posthuma, Danielle; Potash, James B.; Poustka, Fritz; Propping, Peter; Puri, Vinay; Quested, Digby J.; Quinn, Emma M.; Antoni Ramos-Quiroga, Josep; Rasmussen, Henrik B.; Raychaudhuri, Soumya; Rehnstroem, Karola; Reif, Andreas; Ribases, Marta; Rice, John P.; Rietschel, Marcella; Roeder, Kathryn; Roeyers, Herbert; Rossin, Lizzy; Rothenberger, Aribert; Rouleau, Guy; Ruderfer, Douglas; Rujescu, Dan; Sanders, Alan R.; Sanders, Stephan J.; Santangelo, Susan L.; Sergeant, Joseph A.; Schachar, Russell; Schalling, Martin; Schatzberg, Alan F.; Scheftner, William A.; Schellenberg, Gerard D.; Scherer, Stephen W.; Schork, Nicholas J.; Schulze, Thomas G.; Schumacher, Johannes; Schwarz, Markus; Scolnick, Edward; Scott, Laura J.; Shi, Jianxin; Shilling, Paul D.; Shyn, Stanley I.; Silverman, Jeremy M.; Slager, Susan L.; Smalley, Susan L.; Smit, Johannes H.; Smith, Erin N.; Sonuga-Barke, Edmund J. S.; St Clair, David; State, Matthew; Steffens, Michael; Steinhausen, Hans-Christoph; Strauss, John S.; Strohmaier, Jana; Stroup, T. Scott; Sutcliffe, James S.; Szatmari, Peter; Szelinger, Szabocls; Thirumalai, Srinivasa; Thompson, Robert C.; Todorov, Alexandre A.; Tozzi, Federica; Treutlein, Jens; Uhr, Manfred; van den Oord, Edwin J. C. G.; Van Grootheest, Gerard; Van Os, Jim; Vicente, Astrid M.; Vieland, Veronica J.; Vincent, John B.; Visscher, Peter M.; Walsh, Christopher A.; Wassink, Thomas H.; Watson, Stanley J.; Weissman, Myrna M.; Werge, Thomas; Wienker, Thomas F.; Wijsman, Ellen M.; Willemsen, Gonneke; Williams, Nigel; Willsey, A. Jeremy; Witt, Stephanie H.; Xu, Wei; Young, Allan H.; Yu, Timothy W.; Zammit, Stanley; Zandi, Peter P.; Zhang, Peng; Zitman, Frans G.; Zoellner, Sebastian; Devlin, Bernie; Kelsoe, John R.; Sklar, Pamela; Daly, Mark J.; O'Donovan, Michael C.; Craddock, Nicholas; Sullivan, Patrick F.; Smoller, Jordan W.; Kendler, Kenneth S.; Wray, Naomi R.",Cross-Disorder Grp Psychiat Genomi; Int Inflammatory Bowel Dis Genetic,,,NATURE GENETICS,Sep-13,2013,45,9,984,+,,10.1038/ng.2711,956,136.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,123,180,205,167
A mouse Mecp2-null mutation causes neurological symptoms that mimic Rett syndrome,"Guy, J; Hendrich, B; Holmes, M; Martin, JE; Bird, A",,,,NATURE GENETICS,Mar-01,2001,27,3,322,326,,10.1038/85899,955,50.26,0,0,0,0,22,28,43,32,45,36,43,51,53,57,74,66,60,67,65,78,60
Discovery and refinement of loci associated with lipid levels,"Willer, Cristen J.; Schmidt, Ellen M.; Sengupta, Sebanti; Peloso, Gina M.; Gustafsson, Stefan; Kanoni, Stavroula; Ganna, Andrea; Chen, Jin; Buchkovich, Martin L.; Mora, Samia; Beckmann, Jacques S.; Bragg-Gresham, Jennifer L.; Chang, Hsing-Yi; Demirkan, Ayse; Den Hertog, Heleen M.; Do, Ron; Donnelly, Louise A.; Ehret, Georg B.; Esko, Tonu; Feitosa, Mary F.; Ferreira, Teresa; Fischer, Krista; Fontanillas, Pierre; Fraser, Ross M.; Freitag, Daniel F.; Gurdasani, Deepti; Heikkila, Kauko; Hyppoenen, Elina; Isaacs, Aaron; Jackson, Anne U.; Johansson, Asa; Johnson, Toby; Kaakinen, Marika; Kettunen, Johannes; Kleber, Marcus E.; Li, Xiaohui; Luan, Jian'an; Lyytikainen, Leo-Pekka; Magnusson, Patrik K. E.; Mangino, Massimo; Mihailov, Evelin; Montasser, May E.; Mueller-Nurasyid, Martina; Nolte, Ilja M.; O'Connell, Jeffrey R.; Palmer, Cameron D.; Perola, Markus; Petersen, Ann-Kristin; Sanna, Serena; Saxena, Richa; Service, Susan K.; Shah, Sonia; Shungin, Dmitry; Sidore, Carlo; Song, Ci; Strawbridge, Rona J.; Surakka, Ida; Tanaka, Toshiko; Teslovich, Tanya M.; Thorleifsson, Gudmar; Van den Herik, Evita G.; Voight, Benjamin F.; Volcik, Kelly A.; Waite, Lindsay L.; Wong, Andrew; Wu, Ying; Zhang, Weihua; Absher, Devin; Asiki, Gershim; Barroso, Ines; Been, Latonya F.; Bolton, Jennifer L.; Bonnycastle, Lori L.; Brambilla, Paolo; Burnett, Mary S.; Cesana, Giancarlo; Dimitriou, Maria; Doney, Alex S. F.; Doering, Angela; Elliott, Paul; Epstein, Stephen E.; Eyjolfsson, Gudmundur Ingi; Gigante, Bruna; Goodarzi, Mark O.; Grallert, Harald; Gravito, Martha L.; Groves, Christopher J.; Hallmans, Goran; Hartikainen, Anna-Liisa; Hayward, Caroline; Hernandez, Dena; Hicks, Andrew A.; Holm, Hilma; Hung, Yi-Jen; Illig, Thomas; Jones, Michelle R.; Kaleebu, Pontiano; Kastelein, John J. P.; Khaw, Kay-Tee; Kim, Eric; Klopp, Norman; Komulainen, Pirjo; Kumari, Meena; Langenberg, Claudia; Lehtimaki, Terho; Lin, Shih-Yi; Lindstrom, Jaana; Loos, Ruth J. F.; Mach, Francois; McArdle, Wendy L.; Meisinger, Christa; Mitchell, Braxton D.; Mueller, Gabrielle; Nagaraja, Ramaiah; Narisu, Narisu; Nieminen, Tuomo V. M.; Nsubuga, Rebecca N.; Olafsson, Isleifur; Ong, Ken K.; Palotie, Aarno; Papamarkou, Theodore; Pomilla, Cristina; Pouta, Anneli; Rader, Daniel J.; Reilly, Muredach P.; Ridker, Paul M.; Rivadeneira, Fernando; Rudan, Igor; Ruokonen, Aimo; Samani, Nilesh; Scharnagl, Hubert; Seeley, Janet; Silander, Kaisa; Stancakova, Alena; Stirrups, Kathleen; Swift, Amy J.; Tiret, Laurence; Uitterlinden, Andre G.; van Pelt, L. Joost; Vedantam, Sailaja; Wainwright, Nicholas; Wijmenga, Cisca; Wild, Sarah H.; Willemsen, Gonneke; Wilsgaard, Tom; Wilson, James F.; Young, Elizabeth H.; Zhao, Jing Hua; Adair, Linda S.; Arveiler, Dominique; Assimes, Themistocles L.; Bandinelli, Stefania; Bennett, Franklyn; Bochud, Murielle; Boehm, Bernhard O.; Boomsma, Dorret I.; Borecki, Ingrid B.; Bornstein, Stefan R.; Bovet, Pascal; Burnier, Michel; Campbell, Harry; Chakravarti, Aravinda; Chambers, John C.; Chen, Yii-Der Ida; Collins, Francis S.; Cooper, Richard S.; Danesh, John; Dedoussis, George; de Faire, Ulf; Feranil, Alan B.; Ferrieres, Jean; Ferrucci, Luigi; Freimer, Nelson B.; Gieger, Christian; Groop, Leif C.; Gudnason, Vilmundur; Gyllensten, Ulf; Hamsten, Anders; Harris, Tamara B.; Hingorani, Aroon; Hirschhorn, Joel N.; Hofman, Albert; Hovingh, G. Kees; Hsiung, Chao Agnes; Humphries, Steve E.; Hunt, Steven C.; Hveem, Kristian; Iribarren, Carlos; Jarvelin, Marjo-Riitta; Jula, Antti; Kahonen, Mika; Kaprio, Jaakko; Kesaniemi, Antero; Kivimaki, Mika; Kooner, Jaspal S.; Koudstaal, Peter J.; Krauss, Ronald M.; Kuh, Diana; Kuusisto, Johanna; Kyvik, Kirsten O.; Laakso, Markku; Lakka, Timo A.; Lind, Lars; Lindgren, Cecilia M.; Martin, Nicholas G.; Maerz, Winfried; McCarthy, Mark I.; McKenzie, Colin A.; Meneton, Pierre; Metspalu, Andres; Moilanen, Leena; Morris, Andrew D.; Munroe, Patricia B.; Njolstad, Inger; Pedersen, Nancy L.; Power, Chris; Pramstaller, Peter P.; Price, Jackie F.; Psaty, Bruce M.; Quertermous, Thomas; Rauramaa, Rainer; Saleheen, Danish; Salomaa, Veikko; Sanghera, Dharambir K.; Saramies, Jouko; Schwarz, Peter E. H.; Sheu, Wayne H-H; Shuldiner, Alan R.; Siegbahn, Agneta; Spector, Tim D.; Stefansson, Kari; Strachan, David P.; Tayo, Bamidele O.; Tremoli, Elena; Tuomilehto, Jaakko; Uusitupa, Matti; van Duijn, Cornelia M.; Vollenweider, Peter; Wallentin, Lars; Wareham, Nicholas J.; Whitfield, John B.; Wolffenbuttel, Bruce H. R.; Ordovas, Jose M.; Boerwinkle, Eric; Palmer, Colin N. A.; Thorsteinsdottir, Unnur; Chasman, Daniel I.; Rotter, Jerome I.; Franks, Paul W.; Ripatti, Samuli; Cupples, L. Adrienne; Sandhu, Manjinder S.; Rich, Stephen S.; Boehnke, Michael; Deloukas, Panos; Kathiresan, Sekar; Mohlke, Karen L.; Ingelsson, Erik; Abecasis, Goncalo R.",Global Lipids Genetics Consortium,,,NATURE GENETICS,Nov-13,2013,45,11,1274,+,,10.1038/ng.2797,953,136.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,142,173,215
"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans","Kathiresan, Sekar; Melander, Olle; Guiducci, Candace; Surti, Aarti; Burtt, Noel P.; Rieder, Mark J.; Cooper, Gregory M.; Roos, Charlotta; Voight, Benjamin F.; Havulinna, Aki S.; Wahlstrand, Bjorn; Hedner, Thomas; Corella, Dolores; Tai, E. Shyong; Ordovas, Jose M.; Berglund, Goran; Vartiainen, Erkki; Jousilahti, Pekka; Hedblad, Bo; Taskinen, Marja-Riitta; Newton-Cheh, Christopher; Salomaa, Veikko; Peltonen, Leena; Groop, Leif; Altshuler, David M.; Orho-Melander, Marju",,,,NATURE GENETICS,Feb-08,2008,40,2,189,197,,10.1038/ng.75,950,79.17,0,0,0,0,0,0,0,0,0,0,0,68,112,106,115,93,93,90,73,62,51
"Mutations in PTPN11, encoding the protein tyrosine phosphatase SHP-2, cause Noonan syndrome","Tartaglia, M; Mehler, EL; Goldberg, R; Zampino, G; Brunner, HG; Kremer, H; van der Burgt, I; Crosby, AH; Ion, A; Jeffery, S; Kalidas, K; Patton, MA; Kucherlapati, RS; Gelb, BD",,,,NATURE GENETICS,Dec-01,2001,29,4,465,468,,10.1038/ng772,949,49.95,0,0,0,0,1,22,35,49,68,60,89,73,62,58,71,50,50,51,51,49,50
Variation in FTO contributes to childhood obesity and severe adult obesity,"Dina, Christian; Meyre, David; Gallina, Sophie; Durand, Emmanuelle; Koerner, Antje; Jacobson, Peter; Carlsson, Lena M. S.; Kiess, Wieland; Vatin, Vincent; Lecoeur, Cecile; Delplanque, Jerome; Vaillant, Emmanuel; Pattou, Francois; Ruiz, Juan; Weill, Jacques; Levy-Marchal, Claire; Horber, Fritz; Potoczna, Natascha; Hercberg, Serge; Le Stunff, Catherine; Bougneres, Pierre; Kovacs, Peter; Marre, Michel; Balkau, Beverley; Cauchi, Stephane; Chevre, Jean-Claude; Froguel, Philippe",,,,NATURE GENETICS,Jun-07,2007,39,6,724,726,,10.1038/ng2048,945,72.69,0,0,0,0,0,0,0,0,0,0,17,94,98,96,89,80,91,68,82,75,58
Variance component model to account for sample structure in genome-wide association studies,"Kang, Hyun Min; Sul, Jae Hoon; Service, Susan K.; Zaitlen, Noah A.; Kong, Sit-yee; Freimer, Nelson B.; Sabatti, Chiara; Eskin, Eleazar",,,,NATURE GENETICS,Apr-10,2010,42,4,348,U110,,10.1038/ng.548,940,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,71,78,111,116,132,155
Mitochondrial transcription factor A is necessary for mtDNA maintenance and embryogenesis in mice,"Larsson, NG; Wang, JM; Wilhelmsson, H; Oldfors, A; Rustin, P; Lewandoski, M; Barsh, GS; Clayton, DA",,,,NATURE GENETICS,Mar-98,1998,18,3,231,236,,10.1038/ng0398-231,940,42.73,0,7,31,33,48,40,38,41,35,50,36,44,37,50,64,51,59,58,45,52,47
"Microcytic anaemia mice have a mutation in Nramp2, a candidate iron transporter gene","Fleming, MD; Trenor, CC; Su, MA; Foernzler, D; Beier, DR; Dietrich, WF; Andrews, NC",,,,NATURE GENETICS,Aug-97,1997,16,4,383,386,,10.1038/ng0897-383,928,40.35,3,50,68,84,56,84,67,48,58,54,35,36,36,37,34,36,27,26,21,18,24
